Salesforce Account Name,Simplified Platform Tier,Account Type,Is Ela Subscription,Is Pbf,Account Connections Cost,Account DLW Cost,Account Annualized Cost,Annualized Revenue,Account Cost Margin,# of Syncing Connections,Total Donkey Runtime (hrs),Minimum ARR (70% Margin - Compute),Ideal ARR (95% Margin - Compute),Account Connections Cost (Grand Total),Account DLW Cost (Grand Total),Account Annualized Cost (Grand Total),Annualized Revenue (Grand Total),Account Cost Margin (Grand Total),# of Syncing Connections (Grand Total),Total Donkey Runtime (hrs) (Grand Total),Minimum ARR (70% Margin - Compute) (Grand Total),Ideal ARR (95% Margin - Compute) (Grand Total)
SBD_Mexico,Freemium,Prospect,false,false,18.458822071670426,0.0,18.458822071670426,0.0,,1,5.00104388888889,61.52940690556809,369.1764414334085,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
ChaseHomes360_LLC,Standard,Customer,false,false,18.45555278723431,0.0,18.45555278723431,0.96,-18.224534153369074,7,18.868518055555562,61.51850929078104,369.1110557446862,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Berca Hardaya Perkasa (Partner),Freemium,Prospect,false,false,18.436191739040115,0.0,18.436191739040115,0.0,,2,0.9876802777777778,61.45397246346705,368.7238347808023,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
V4C.AI (Partner) - Trial,,Prospect,false,false,18.411003736031805,0.0,18.411003736031805,0.0,,4,7.6550025,61.37001245343935,368.2200747206361,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Montce Swim,Standard,Customer,false,false,18.39903103731067,0.0,18.39903103731067,57.36,0.6792358605768711,1,4.430044444444444,61.330103457702236,367.9806207462134,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
AgencyAnalytics Inc,Freemium,Customer,false,false,18.38670109149106,0.0,18.38670109149106,0.0,,3,8.906001666666665,61.289003638303534,367.73402182982113,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Code Interview,Freemium,Prospect,false,false,18.37216952893574,0.0,18.37216952893574,0.0,,1,2.9777347222222215,61.240565096452464,367.44339057871474,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Lead_Of_Data_BV,Freemium,Prospect,false,false,18.362052538284495,0.0,18.362052538284495,0.0,,3,11.891649444444443,61.20684179428165,367.24105076568986,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Ground_Masters,Freemium,Prospect,false,false,18.342260703615057,0.0,18.342260703615057,0.0,,2,1.8167222222222221,61.140869012050196,366.84521407230113,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
DIY Blinds,Standard,Customer,false,false,18.33664995531531,0.0,18.33664995531531,3974.16,0.995386031273196,3,3.7985630555555563,61.1221665177177,366.7329991063062,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Out of the Office Outfits Limited,Freemium,Prospect,false,false,18.325219320973318,0.0,18.325219320973318,0.0,,3,13.970591388888884,61.0840644032444,366.50438641946636,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Made for Math,,Customer,false,false,18.31042454286859,0.0,18.31042454286859,0.0,,8,10.18735888888889,61.03474847622863,366.20849085737177,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Tiimo,Standard,Customer,false,false,18.30789804606988,0.0,18.30789804606988,16.2,-0.130117163337647,2,9.828174999999998,61.02632682023294,366.1579609213976,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Marketing_Monkey,Freemium,Prospect,false,false,18.29402935119106,0.0,18.29402935119106,0.0,,2,10.256074444444447,60.98009783730354,365.8805870238212,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
HBSE,Enterprise,Customer,false,false,18.27241880738789,0.0,18.27241880738789,1899.9599999999998,0.990382735001059,7,6.911814166666667,60.90806269129297,365.44837614775776,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Aptitude 8,Freemium,Prospect,false,false,18.261136635110276,0.0,18.261136635110276,0.0,,3,5.1194411111111116,60.87045545036759,365.2227327022055,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Zadbano,Standard,Frozen - Credit Hold,false,false,18.25511923588719,0.0,18.25511923588719,267.72,0.9318126429258659,2,3.432735555555556,60.8503974529573,365.10238471774375,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
DataDome,Freemium,Prospect,false,false,18.254737808545542,0.0,18.254737808545542,0.0,,1,13.313006666666663,60.849126028485145,365.09475617091084,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
ArborOne,Standard,Customer,false,false,18.235980332810527,0.0,18.235980332810527,168.36,0.8916846024423228,3,3.503713333333333,60.786601109368426,364.71960665621054,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Study,Freemium,Trial,false,false,18.230499142623167,0.0,18.230499142623167,0.0,,7,1.6628872222222217,60.76833047541056,364.6099828524633,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
LJL,Freemium,Prospect,false,false,18.222159871407623,0.0,18.222159871407623,0.0,,6,2.1299397222222223,60.74053290469208,364.4431974281524,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Zageno,Standard,Customer,false,false,18.212582138902096,0.0,18.212582138902096,2367.84,0.9923083560802664,2,3.4124494444444444,60.70860712967366,364.2516427780419,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Rentle,Freemium,Prospect,false,false,18.20896290542507,0.0,18.20896290542507,0.0,,3,6.141566666666667,60.696543018083574,364.1792581085014,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Currie & Brown,Freemium,Prospect,false,false,18.20663464339565,0.0,18.20663464339565,0.0,,2,3.000376666666666,60.688782144652166,364.13269286791297,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Brevy,Freemium,Customer,false,false,18.206116970719968,0.0,18.206116970719968,0.0,,3,1.1958708333333334,60.68705656906656,364.12233941439933,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Pilgrim,,Prospect,false,false,18.197583548034228,0.0,18.197583548034228,0.0,,3,4.00392611111111,60.65861182678076,363.9516709606845,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Public Interest Registry,,Prospect,false,false,18.167246249775815,0.0,18.167246249775815,0.0,,6,10.60691388888889,60.557487499252716,363.3449249955163,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Not_Applicable,Freemium,Prospect,false,false,18.164753455943774,0.0,18.164753455943774,0.0,,3,3.202700277777778,60.54917818647925,363.29506911887546,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Strauss Group Ltd,Enterprise,Customer,false,false,18.12628373742191,0.0,18.12628373742191,12588.0,0.9985600346570208,3,27.323851944444446,60.420945791406375,362.5256747484382,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
codary,Standard,Customer,false,false,18.124675568173956,0.0,18.124675568173956,1122.6,0.9838547340386834,3,5.1596475,60.415585227246524,362.4935113634791,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
IU Group N.V.,Enterprise,Customer,false,false,18.1219671497801,0.0,18.1219671497801,37.8,0.520582879635447,2,1.9698386111111112,60.40655716593367,362.439342995602,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Drink Ārepa,Freemium,Prospect,false,false,18.096336141570248,0.0,18.096336141570248,0.0,,2,3.3659244444444445,60.32112047190083,361.92672283140496,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Deepline,Standard,Customer,false,false,18.095480741342858,0.0,18.095480741342858,67.92,0.7335765497446576,4,3.695431666666666,60.31826913780953,361.90961482685714,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Customer.io,Standard,Customer,false,false,18.094597911093082,0.0,18.094597911093082,90.84,0.8008080370861616,1,6.432111388888888,60.315326370310274,361.8919582218616,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Rede Frota,Freemium,Prospect,false,false,18.066021578457146,0.0,18.066021578457146,0.0,,2,15.764935833333329,60.22007192819049,361.3204315691429,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Banny,Freemium,Prospect,false,false,18.064575603701506,0.0,18.064575603701506,0.0,,6,6.166940277777778,60.215252012338354,361.2915120740301,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Catalytic Growth,Standard,Customer,false,false,18.055911686757334,0.0,18.055911686757334,238.68,0.9243509649457126,1,6.383291944444445,60.18637228919111,361.11823373514665,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
APrime Technology,BCF,Customer,false,false,18.048516001762444,0.0,18.048516001762444,20.88,0.13560747117995953,7,4.507855833333332,60.16172000587481,360.97032003524885,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Medlyze_Technologies_LLC,Freemium,Prospect,false,false,18.03492166216147,0.0,18.03492166216147,0.0,,3,3.3209572222222223,60.11640554053823,360.6984332432294,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Webhostio,Freemium,Prospect,false,false,18.030237890866452,0.0,18.030237890866452,0.0,,4,1.2860538888888888,60.100792969554846,360.604757817329,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Reliable_Residential,Standard,Customer,false,false,0.0,18.016881561024366,18.016881561024366,5173.68,0.9965175887258152,1,1.434370277777778,60.056271870081225,360.3376312204873,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Do Something Inc.,Standard,Customer,false,false,18.005837700390774,0.0,18.005837700390774,1344.72,0.9866099725590526,2,2.8529502777777775,60.019459001302586,360.1167540078155,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Lango,Freemium,Prospect,false,false,17.98745192377127,0.0,17.98745192377127,0.0,,8,2.7779611111111118,59.958173079237575,359.7490384754254,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Roosevelt Road Capital Partners LLC,BCF,Customer,false,false,17.986920959703212,0.0,17.986920959703212,306.84,0.941380129840623,2,4.484073055555555,59.95640319901071,359.73841919406425,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Signify_Wealth,Freemium,Prospect,false,false,17.977655694188833,0.0,17.977655694188833,0.0,,13,3.5914175,59.92551898062945,359.55311388377663,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Grenier_aux_nouvelles,,Prospect,false,false,17.9633790076449,0.0,17.9633790076449,0.0,,6,8.233350277777777,59.877930025483,359.26758015289795,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Potential Energy Coalition,Standard,Customer,false,false,17.961112974921416,0.0,17.961112974921416,255.0,0.9295642628434454,6,8.933148055555558,59.87037658307139,359.2222594984283,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
HEY,Freemium,Prospect,false,false,17.949417925325502,0.0,17.949417925325502,0.0,,3,3.158806666666667,59.831393084418345,358.98835850651,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
MeltOne (Partner),,Partner,false,false,17.942786234685588,0.0,17.942786234685588,0.0,,4,5.791511388888891,59.80928744895196,358.85572469371175,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
private_toukubo,Freemium,Prospect,false,false,17.92163183261762,0.0,17.92163183261762,0.0,,1,4.055136111111111,59.73877277539207,358.4326366523524,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Marna_Coffee,Freemium,Prospect,false,false,17.919256807472756,0.0,17.919256807472756,0.0,,1,3.569421388888889,59.73085602490919,358.3851361494551,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Play Games24x7 Private Limited,Enterprise,Customer,false,false,17.903044149934843,0.0,17.903044149934843,0.0,,3,5.618715833333334,59.67681383311614,358.06088299869685,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
322,,Trial,false,false,17.89935720768521,0.0,17.89935720768521,0.0,,10,9.018345833333333,59.66452402561737,357.98714415370415,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Evrim,Freemium,Prospect,false,false,17.892255534098595,0.0,17.892255534098595,0.0,,4,14.832601388888888,59.64085178032865,357.8451106819719,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Bakai,Freemium,Prospect,false,false,17.872463275567082,0.0,17.872463275567082,0.0,,2,13.434000277777779,59.57487758522361,357.4492655113416,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
BI Worldwide,Enterprise,Customer,false,true,17.851002746938256,0.0,17.851002746938256,10999.56,0.9983771166531262,8,14.908285277777779,59.50334248979419,357.0200549387651,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Straloo_Com_Databricks_Apps,Standard,Customer,false,false,17.845332633091214,0.0,17.845332633091214,260.64,0.9315326402966113,2,5.288444999999999,59.48444211030405,356.90665266182424,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Pro Juventute,Freemium,Prospect,false,false,17.82108319203487,0.0,17.82108319203487,0.0,,7,11.020216666666666,59.403610640116234,356.42166384069736,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Markeight_Media,Freemium,Prospect,false,false,17.79144473181408,0.0,17.79144473181408,0.0,,3,4.102740833333335,59.30481577271361,355.82889463628163,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
International Flavors & Fragrances Inc.,BCF,HVR Only Customer,false,false,17.78770193192845,0.0,17.78770193192845,396881.1599999998,0.9999551812892002,198,212.9628216666667,59.29233977309483,355.75403863856894,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Roame,Standard,Customer,false,false,17.76326325261561,0.0,17.76326325261561,44.03999999999999,0.5966561477607717,3,6.332596666666666,59.210877508718696,355.26526505231215,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"12Twenty, Inc.",Freemium,Customer,false,false,17.751366340088893,0.0,17.751366340088893,0.0,,2,3.0172661111111108,59.17122113362964,355.02732680177786,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Kipi.ai LLC (Partner),,Partner,false,false,17.75028471018362,0.0,17.75028471018362,0.0,,3,6.737573611111111,59.167615700612075,355.0056942036724,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Ava,Freemium,Prospect,false,false,17.737778004937162,0.0,17.737778004937162,0.0,,2,4.681282500000001,59.12592668312388,354.7555600987432,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Realty_Concepts,Standard,Customer,false,false,17.712090799477128,0.0,17.712090799477128,346.32,0.9488562866727964,2,3.6148855555555555,59.040302664923765,354.24181598954254,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Level_Debt,Standard,Previous Customer,false,false,17.707168919993162,0.0,17.707168919993162,0.36,-48.18658033331434,2,1.6111869444444444,59.02389639997721,354.1433783998632,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Origin8Cares,Freemium,Prospect,false,false,17.704168239610784,0.0,17.704168239610784,0.0,,2,12.272400000000001,59.01389413203595,354.08336479221566,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Reassurez_moi,Freemium,Prospect,false,false,17.68351251851788,0.0,17.68351251851788,0.0,,12,6.843080833333335,58.94504172839294,353.67025037035756,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
FMG Suite,Enterprise,Customer,false,false,17.679419075476606,0.0,17.679419075476606,302.16,0.9414898759747267,4,15.851050555555556,58.93139691825535,353.5883815095321,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
ittelkom-pwt.ac.id,,Prospect,false,false,17.650537894563772,0.0,17.650537894563772,0.0,,17,0.6540605555555555,58.83512631521258,353.01075789127543,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Sapians,Freemium,Prospect,false,false,17.61753717811674,0.0,17.61753717811674,0.0,,8,5.029258333333333,58.725123927055805,352.3507435623348,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
AB Tasty,Standard,Customer,false,false,17.615170926964286,0.0,17.615170926964286,377.76,0.9533694119891881,7,3.039028888888889,58.71723642321429,352.3034185392857,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Jedha_Bootcamp,,Prospect,false,false,17.61487071930461,0.0,17.61487071930461,0.0,,2,16.406613333333333,58.71623573101537,352.29741438609216,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
PushMetrics GmbH,Standard,Customer,false,false,17.59124749189099,0.0,17.59124749189099,8.88,-0.980996339176913,1,7.704033333333333,58.637491639636636,351.82494983781976,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
nemuru.com,Standard,Customer,false,false,17.58362709876768,0.0,17.58362709876768,906.36,0.9805997317856396,3,5.212765555555555,58.612090329225595,351.67254197535357,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Advance Peace,Freemium,Prospect,false,false,17.53011582351882,0.0,17.53011582351882,0.0,,4,3.943049444444444,58.4337194117294,350.60231647037637,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Allied_Contact_Management,Standard,Customer,false,false,17.525287608848913,0.0,17.525287608848913,10469.52,0.9983260657977778,3,3.740133333333333,58.41762536282971,350.50575217697826,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
NeoAssist.com S/A,Freemium,Prospect,false,false,17.52002329698027,0.0,17.52002329698027,0.0,,4,2.578040555555555,58.4000776566009,350.4004659396054,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Vida_Solutions,,Prospect,false,false,17.51887425078917,0.0,17.51887425078917,0.0,,4,6.170035555555556,58.39624750263057,350.3774850157834,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Gmail_Databricks_Apps_3552696408402709715,,Prospect,false,false,17.51513803622031,0.0,17.51513803622031,0.0,,1,7.950934722222222,58.38379345406771,350.3027607244062,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Freedom_Business_Mentoring,,Previous Customer,false,false,17.51004263554269,0.0,17.51004263554269,0.0,,2,5.806771666666668,58.3668087851423,350.2008527108538,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Westbrook_Service_Corporation,Freemium,Prospect,false,false,17.499492828495157,0.0,17.499492828495157,0.0,,4,6.6779238888888885,58.33164276165053,349.9898565699031,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
John's Crazy Socks,Freemium,Prospect,false,false,17.48820187217201,0.0,17.48820187217201,0.0,,2,2.5572980555555556,58.29400624057337,349.76403744344015,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Tensis,Freemium,Prospect,false,false,17.46569140022202,0.0,17.46569140022202,0.0,,3,4.144623055555555,58.2189713340734,349.3138280044404,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Gray Street Veterinary Clinic,Freemium,Prospect,false,false,17.454841334272405,0.0,17.454841334272405,0.0,,1,1.8585372222222223,58.18280444757469,349.0968266854481,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Andeco_Databricks_Apps,Freemium,Prospect,false,false,17.441554785976173,0.0,17.441554785976173,0.0,,2,10.629980555555553,58.138515953253915,348.83109571952343,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
DataSwitch (Partner),,Partner,false,false,17.438223187077895,0.0,17.438223187077895,0.0,,20,3.1800694444444435,58.127410623592986,348.7644637415579,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Pas Normal Studios,Freemium,Prospect,false,false,17.427616244478266,0.0,17.427616244478266,0.0,,1,5.59887638888889,58.092054148260885,348.5523248895653,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
VGA,,Prospect,false,false,17.414139784411624,0.0,17.414139784411624,0.0,,1,10.793976666666666,58.04713261470542,348.28279568823245,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Lehr,Standard,Customer,false,false,17.411200200694267,0.0,17.411200200694267,1157.76,0.9849613044148232,4,5.997231666666667,58.037334002314225,348.22400401388535,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Census (Customer),,Customer,false,false,0.0,17.40407622687715,17.40407622687715,0.0,,1,1.7321277777777775,58.01358742292384,348.08152453754303,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
100,Standard,Customer,false,false,17.401579629560196,0.0,17.401579629560196,74.16,0.7653508679940643,4,8.527992222222222,58.00526543186732,348.0315925912039,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
vizpro,Freemium,Prospect,false,false,17.40029187857788,0.0,17.40029187857788,0.0,,1,13.933431944444443,58.000972928592944,348.0058375715576,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Snap Raise,Standard,Customer,false,false,17.398826716307806,0.0,17.398826716307806,13636.2,0.9987240707296529,4,4.4564577777777785,57.99608905435935,347.97653432615607,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Hyperwolf,Standard,Previous Customer,false,false,17.38901539731354,0.0,17.38901539731354,1683.2399999999998,0.9896693190529493,24,4.290299166666667,57.9633846577118,347.78030794627074,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
